# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment
#,VD400,vrnetDIALOG 840/2,175 175,,,,,,,,,,
*r,,,,,,"B509","0D",,,,,,
*w,,,,,,"B509","0E",,,,,,
*wi,#install,,,,,"B509","0E",,,,,,
*ws,#service,,,,,"B509","0E",,,,,,
*[SW>=200],scan,,,SW,,>=200,,,,,,,
r;wi,,SoftwareVersion,,,,,"0000",,,HEX:4,,,
r;wi,,EnableMonitoring,,,,,"0100",,,HEX:5,,,
r;wi,,FlexibleMonitoring,,,,,"0200",,,HEX:8,,,
r;wi,,DataCollectionRequest,,,,,"0300",,,UCH,,,
r;wi,,DataCollectionBuffer,,,,,"0400",,,UCH,,,
r;wi,,DataCollCycle,,,,,"0500",,,ULG,,,
r;wi,,DataCollBufSize,,,,,"0600",,,ULG,,,
r;wi,,EnableBcErrMsg,Broadcast Fehlermeldungen senden,,,,"0700",,,yesno,,,Rundruf Fehlermeldungen vom eBUS an den Server senden
r;wi,,BoxSerialNumber1,,,,,"0800",,,HEX:9,,,
r;wi,,BoxSerialNumber2,,,,,"0900",,,HEX:9,,,
r;wi,,BoxSerialNumber3,,,,,"0A00",,,HEX:9,,,
r;wi,,BoxSerialNumber4,,,,,"0B00",,,HEX:9,,,
r;wi,,DeviceLayout,Anlagenkonfiguration,,,,"0C00",,,UCH,0=unknown;1=JV-PC;2=H2B;3=1-16;4=complex;5=eBUSheater,,Type of Interface which will be used and definition of appliance
r;wi,,DeviceLayoutCRC,Prüfsumme Anlagenlayout,,,,"0D00",,,UCH,,,"Prüfsumme über alle angeschlossenen Geräte. Wird verwendet, um zu erkennen ob neue Geräte an den Bus angeschlossen wurden oder ob Geräte vom Bus entfernt"
r;wi,,AutoSyncEnable,AutoSync einschalten,,,,"0E00",,,onoff,,,"Die Abschaltung des AutoSync auf dem eBUS sollte nur vorgenommen werden, wenn es zu Kollisionen mit anderen Geräten auf dem eBUS kommt, die einen Auto"
r;wi,,LastConnectionError,Letzter Verbindungsfehler,,,,"0F00",,,UCH,0=none;1=connection;2=PPP;3=TCPopen;4=TCPauth;5=TCPsend,,"Zustand bei dem sich ein Verbindungsfehler ereignet hat. ""Verbunden"" bedeutet kein Fehler"
r;wi,,ConnErrorRetryDelay,Verzögerungszeit nach Verbindungsfehler [min],,,,"1000",,,UCH,,,"Wartezeit zwischen zwei Verbindungsversuchen, wenn der Verbindungsversuch fehlgeschlagen ist"
r;wi,,ConnectionDelay,Verzögerungszeit Verbindung [min],,,,"1100",,,UCH,,,Minimal Verzögerungszeit zwischen zwei Verbindungen zum Servr. Nur Wirksam für Verbindungen die von der kommunikationseinheit initiert werden (wie z.B
r;wi,,ErrorMessage,,,,,"1200",,,UCH,,,
r;wi,,ConnErrorCnt,Zähler fehlerhafte Verbindungen,,,,"1300",,,UCH,,,Anzahl der fehlgeschlagenen Kommunikationsversuchen. Wird bei einem erfolgreichen Kommunikationsversuch auf Null zurückgesetzt.
r;wi,,PppPhoneNumber1,PPP Telefonnummer 1,,,,"1400",,,STR:21,,,"Telefonnummer des Internetproviders bei GSM oder analoger Anwendung, bzw. ATN bei GPRS Providern"
r;wi,,PppLogin1,PPP Login 1,,,,"1500",,,STR:21,,,Login für den ersten Internetprovider
r;wi,,PppPassword1,PPP Passwort 1,,,,"1600",,,STR:21,,,Passwort für ersten Internetprovider
r;wi,,PppPhoneNumber2,Telefonnummer Provider 2,,,,"1700",,,STR:21,,,
r;wi,,PppLogin2,PPP Login 2,,,,"1800",,,STR:21,,,Login für den zweiten Internetprovider
r;wi,,PppPassword2,PPP Passwort 2,,,,"1900",,,STR:21,,,Passwort für den zweiten Internetprovider
r;wi,,ServerIpAddr,IP Adresse Server,,,,"1A00",,,UCH;UCH;UCH;UCH,,,
r;wi,,ActualGsmProvider,Aktueller GSM/GPRS Provider,,,,"1B00",,,STR:5,,,Aktuell verwendeter GSM/GPRS Provider
r;wi,,ModemInitString,Modem Initialisierungs Zeichenkette,,,,"1C00",,,STR:21,,,"Initialisierungszichenkette für das Modem. Achtung ! Ein falscher Wert kann dazu führen, daß die Kommunikatioseinheit nichtmehr erreichbar ist."
r;wi,,RingTimeGsmCB,Verzögerungszeit Rückruf GSM/GPRS [s],,,,"1E00",,,UCH,,,Zeit zwischen dem letzten eingehenden Klingelzeichen und dem Rückruf beim Server (nur GSM/GPRS).
