# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment
#,E7C00,Thermolink P (New),,,,,,,,,,,
*r,,,,,,B509,0D,,,,,,
*w,,,,,,B509,0E,,,,,,
*wi,#install,,,,,B509,0E,,,,,,
*[SW],scan,,,SW,,,,,,,,,
# ##### general #####,,,,,,,,,,,,,
r;w,,HeatingScheduleEnable,Heating Schedule Enable,,,,0200,,,onoff,,,Heating Schedule Enable
r;w,,HeatingEnable,Heating Enable,,,,0300,,,onoff,,,Heating Enable
r;w,,HeatingTempSet,Heating Temp Manual Set,,,,2200,,,temp,,,Heating Temp Manual Set
r;w,,HeatingOverrideEnable,Heating Override Enable,,,,2300,,,onoff,,,Heating Override Enable
r;w,,HeatingOverrideTemp,Heating Override Temp,,,,2400,,,temp,,,Heating Override Temp
r;w,,HeatingOverrideEndTime,Heating Override End Time,,,,2500,,,DTM,,,Heating Override End Time
r;w,,KeyboardLockEnable,Keyboard Lock Enable,,,,2a00,,,onoff,,,Keyboard Lock Enable
r;w,,Contrast,Contrast,,,,2b00,,,UCH,,,Contrast
r;w,,Brightness,Brightness,,,,2c00,,,UCH,,,Brightness
r;w,,TimeDate,Time & Date,,,,2e00,,,DTM,,,Time & Date
r;w,,DateFormat,Date Format,,,,2d00,,,UCH,,,Date format 1-dd.mm.yyyy 2-yyyy.mm.dd
r;w,,Weekday,Weekday,,,,2f00,,,bday,,,Weekday
r;w,,RoomName,Room Name,,,,3000,,,STR:14,,,Room Name
r;w,,Language,Language,,,,3100,,,UCH,0=german;1=english;2=french;3=italian;4=flemish;5=dutch;6=spanish;7=catalan;8=basque;9=galician;10=hungarian;11=russian;12=ukrainian;13=polish;14=czech;15=croatian;16=slovakian;17=romanian;18=slovenian;19=Portuguese;20=dutch (AT),,Language
r,,RoomTemp,Room Temp,,,,3a00,,,tempsensor,,,Room Temp
r,,DisplayedRoomTemp,Displayed Room Temp,,,,3b00,,,temp,,,Displayed Room Temp
r,,OutsideTemp,Outside Temp,,,,3c00,,,tempsensor,,,Outside Temp
r;w,,DHWTempSet,DHW Temp Manual Set,,,,4000,,,temp,,,DHW Temp Manual Set
r;w,,DHWEnable,DHW Enable,,,,4100,,,onoff,,,DHW Enable
r;w,,DHWScheduleEnable,DHW Schedule Enable,,,,4200,,,onoff,,,DHW Schedule Enable
r;w,,DHWOverrideEnable,DHW Override Enable,,,,5100,,,onoff,,,DHW Override Enable
r;w,,DHWOverrideState,DHW Override State,,,,5200,,,onoff,,,DHW Override State
r;w,,DHWOverrideEndTime,DHW Override End Time,,,,5300,,,DTM,,,DHW Override End Time
r;w,,VacationEnable,Vacation Enable,,,,5400,,,onoff,,,Vacation Enable
r;w,,VacationStartTime,Vacation Start Time,,,,5500,,,DTM,,,Vacation Start Time
r;w,,VacationEndTime,Vacation End Time,,,,5700,,,DTM,,,Vacation End Time
r;w,,VacationTempSet,Vacation Temp Manual Set,,,,5800,,,temp,,,Vacation Temp Manual Set
r;w,,HeatingTemp1,Heating Temp 1,,,,7300,,,temp,,,Heating Temp 1
r;w,,HeatingTemp2,Heating Temp 2,,,,7400,,,temp,,,Heating Temp 2
# ##### schedules #####,,,,,,,,,,,,,
r;w,,MondayHeatingTime,Monday Heating Time,,,,0500,,,TTM;TTM;TTM;TTM;TTM;TTM;TTM,,,Monday heating time
r;w,,TuesdayHeatingTime,Tuesday Heating Time,,,,0600,,,TTM;TTM;TTM;TTM;TTM;TTM;TTM,,,Tuesday heating time
r;w,,WednesdayHeatingTime,Wednesday Heating Time,,,,0700,,,TTM;TTM;TTM;TTM;TTM;TTM;TTM,,,Wednesday heating time
r;w,,ThursdayHeatingTime,Thursday Heating Time,,,,0800,,,TTM;TTM;TTM;TTM;TTM;TTM;TTM,,,Thursday heating time
