# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment
#,MC2,VR 60/3,306782<<<< 163 Mixer,,,,,,,,,,
*r,,,,,,"B509","0D",,,,,,
*w,,,,,,"B509","0E",,,,,,
*wi,#install,,,,,"B509","0E",,,,,,
# ##### Statistics #####,,,,,,,,,,,,,
r,,StatPowerOn,StatPowerOn,,,,"CC00",,,UIN,,,
r,,StatOperatingHours,StatOperatingHours,,,,"CD00",,,UIN,,,
r,,StatMonthOfInstallation,StatMonthOfInstallation,,,,"CE00",,,UCH,,,
r,,StatYearOfInstallation,StatYearOfInstallation,,,,"CF00",,,UCH,,,
r,,Stat15MinBusTimeout,Stat15MinBusTimeout,,,,"D000",,,UCH,,,
r,,StatRTOSErrorcode,StatRTOSErrorcode,,,,"D100",,,UIN,,,
r,,StatRestarts,StatRestarts,,,,"D200",,,UIN,,,
r,,StatRTOSErrorCounter,StatRTOSErrorCounter,,,,"D300",,,UIN,,,
# ##### MK2: Data #####,,,,,,,,,,,,,
r,,FlowTempDesired,DesiredFlowTemperature3,,,,"4600",,,temp1,,,Desired flow temperature of MK2
r,,FlowTemp,Flow2Sensor3,,,,"0300",,,tempsensor,,,Flow temperature
r,,OutsideTemp,OutsideTempSensor,,,,"0600",,,tempsensor,,,current outside temperature (valid only if a sensor is connected to the VR60)
r,,TeleSwitch,TeleSwitch,,,,"0A00",,,onoff,,,State of the Teleswitch
r,,IsInHoliday,Holiday function active,,,,"2700",,,UCH,,,Every bit of this byte represents a heating circuit; holiday function can be started by setting the HC's corresponding bit
r,,IsInParty,IsInParty,,,,"4E00",,,UCH,,,Every bit of this byte represents a heating circuit; if bit is set the party function is activated for the corresponding HC
r,,CleaningLady,CleaningLady,,,,"4B00",,,UCH,,,saving function is activated until read value * 1/2 h
r,,IsInStorageFilling,IsInTankFilling,,,,"4700",,,yesno,,,heating circuit is locked because of ongoing tank loading unless parallel loading has been activated
r,,MixerDutyCycle,Mixer2DutyCycle3,,,,"0F00",,,SCH,,,"Telswitch,Pump,Circulation pump,DHW rewquest,DHW permittion"
r,,HcPumpPort,Hk3P_Port3,,,,"9400",,,onoff,,,Status of mixer cicuit pump on MK1P
# ##### MK2: Configuration #####,,,,,,,,,,,,,
r;wi,,CfgHeatSinkType,CfgHeatSinkType3,,,,"3C00",,,UCH,0=disabled;1=mixer;2=water;3=fixvalue;4=backflow,,Type of the configurable mixer circuit
r;w,,OperatingMode,OperatingMode3,,,,"2B00",,,mcmode,,,Operating mode of mixer circuit
r;w,,TempDesired,DesiredTemperature3,,,,"3200",,,temp1,,,Day temperature setpoint of the circuit
r;w,,TempDesiredLow,DesiredLowTemperature3,,,,"3300",,,temp1,,,Night temperature setpoint of the circuit
r;w,,HeatingCurve,HeatingCurve3,,,,"3500",,,curve,,,Heating curve
r;w,,OtShutdownLimit,OtShutdownLimit3,,,,"3600",,,desiredtemp,,,"For outside temperatures higher than this, there is no heat demand generated anymore"
r;w,,HcPumpIdlePeriod,HcPumpIdlePeriod3,,,,"4F00",,,minutes0,,,Time pump is not running in a pause at least
r;w,,FlowTempMin,MinFlowTemp3,,,,"3000",,,temp0,,,For a heat demand the desired flow temperature will at least be this value
r;w,,FlowTempMax,MaxFlowTemp3,,,,"3100",,,temp0,,,For a heat demand the desired flow temperature will maximal be this value
r;w,,HcMaxPreHeating,HcMaxPreHeating3,,,,"3800",,,minutes5,,,The heating start before a time window could shifted forwards maximal this time (related to the outside temperature)
r;w,,TeleswitchOperatingMode,TeleswitchOperatingMode3,,,,"3F00",,,mcmode,,,If the tele switch port is activated the mixer circuit operates in this mode
r;wi,,FloorPavingDryingDay,FloorPavingDryingDay3,,,,"3B00",,,UCH,,,Current day of floor paving drying routine
# ##### MK2: Cooling #####,,,,,,,,,,,,,
r,,CoolingRequest,CoolingRequest,,,,"B600",,,yesno,,,
r,,CoolingSupported,CoolingSupported,,,,"B900",,,yesno,,,
r,,DWMOffToHeatingDelay,DWMOffToHeatingDelay,,,,"B700",,,UCH,,,
r,,DWMOffToCoolingDelay,DWMOffToCoolingDelay,,,,"B800",,,UCH,,,
r;w,,CoolingStartOffset,CoolingStartOffset,,,,"BA00",,,D1C,,,
r,,CoolingModeStateCounter,CoolingModeStateCounter,,,,"C000",,,UCH,,,
r,,CoolingEfficiencyState,CoolingEfficiencyState,,,,"BD00",,,UCH,,,
r,,EfficiencyHysteresisMin,MinEfficiencyHysteresis,,,,"BE00",,,D1C,,,
r,,TempDiffInOutdoor,TemperaturDiffInOutdoor,,,,"C100",,,D1C,,,
r,,HcManualWorkingModeTriggeringActive,HCManualWorkingModeTriggeringActive,,,,"C200",,,UCH,,,
r,,HcMode,HeatCircuitMode,,,,"C300",,,UCH,,,
r,,HcModeAutomaticState,HeatCircuitModeAutomaticState,,,,"C400",,,UCH,,,
r,,HcModeManualState,HeatCircuitModeManualState,,,,"C500",,,UCH,,,
r,,CoolingOpmodeAutoState,CoolingOpmodeAutoState,,,,"C600",,,UCH,,,
r,,CoolingModeAutomaticState,CoolingModeAutomaticState,,,,"C700",,,UCH,,,
r,,CoolingWhileHolidaySupported,CoolingWhileHolidaySupported,,,,"C800",,,UCH,,,
r,,RcRoomTemp,RcRoomTemp,,,,"C900",,,temp,,,
!include,timercool.inc,,,,,,,,,,,,
!include,mcmode.inc,,,,,,,,,,,,
!include,timer.inc,,,,,,,,,,,,
!include,errors.inc,,,,,,,,,,,,
!include,roomtempoffset.inc,,,,,,,,,,,,
!include,quick.inc,,,,,,,,,,,,
